priority,workstream,sequence,date,type,selectionTier,selectionScore,pages,title,action,why,blockingIssue,sourceNoteStatus,sourceNoteFlags,facePageStatus,facePageMissingFields,annotationTreatment,readinessBucket,dominantIssues,packetPages,sourcePdfPages,derivativePdfUrl,sourcePacketUrl,reportLinks
"P3","Annotation backlog","21","1994-04-10","Telcon","Tier 3 - supporting candidate","48","3","Telephone call with President Boris Yeltsin of Russia, April 10, 1994, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: NATO / European Security; Kosovo / Balkans.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (5); Kosovo / Balkans (2)","108-111","164-166","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-04-10-telcon-17.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","22","1994-04-20","Telcon","Tier 3 - supporting candidate","56","4","Telephone call with President Boris Yeltsin of Russia, April 20, 1994, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Kosovo / Balkans; NATO / European Security; Economic Reform / Assistance.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (6); NATO / European Security (6); Economic Reform / Assistance (4)","112-116","181-184","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-04-20-telcon-18.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","24","1994-06-13","Telcon","Tier 3 - supporting candidate","59","4","Telephone Call with President Boris Yeltsin of Russia, June 13, 1994, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Iraq / Middle East; Arms Control / Nonproliferation; Economic Reform / Assistance.","","Needs source-note review","classified-by line not parsed; classification reason not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (17); Arms Control / Nonproliferation (3); Economic Reform / Assistance (2)","117-121","191-194","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-06-13-telcon-20.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","29","1994-09-28","Memcon","Tier 3 - supporting candidate","50","6","Second Clinton/Yeltsin One-on-One","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: NATO / European Security; Ukraine / Nuclear Security; Iraq / Middle East.","","Needs source-note review","participants; classification marking; classified-by line not parsed; classification reason not parsed; declassify-on line not parsed","Review fields","participants; classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (12); Ukraine / Nuclear Security (6); Iraq / Middle East (4)","145-150","3-7,9","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/clinton-standalone-1994-09-28-second-one-on-one.pdf","https://clinton.presidentiallibraries.us/files/original/2509827ca57f98e07eec584b3d69250f.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","30","1994-10-05","Telcon","Tier 3 - supporting candidate","48","4","Telephone call with President Boris Yeltsin, October 5, 1994, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Iraq / Middle East; Economic Reform / Assistance; Russian Politics / Elections.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (6); Economic Reform / Assistance (4); Russian Politics / Elections (1)","151-155","227-230","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-10-05-telcon-24.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","31","1994-10-10","Telcon","Tier 3 - supporting candidate","63","4","Telephone call with President Boris Yeltsin of Russia, October 10, 1994, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Iraq / Middle East; Economic Reform / Assistance; Ukraine / Nuclear Security.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (22); Economic Reform / Assistance (5); Ukraine / Nuclear Security (2)","156-160","238-241","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1994-10-10-clinton-yeltsin-iraq-telcon.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","32","1995-02-13","Telcon","Tier 3 - supporting candidate","55","4","Telephone call with President Boris Yeltsin of Russia, February 13, 1995, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Chechnya / Caucasus; Economic Reform / Assistance; Russian Politics / Elections.","","Needs source-note review","participants; notetaker; interpreter; classified-by line not parsed; classification reason not parsed","Review fields","participants; notetaker; interpreter","Heavy annotation review","Ready to read; source-note review","Chechnya / Caucasus (15); Economic Reform / Assistance (12); Russian Politics / Elections (7)","161-165","268-271","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1995-02-13-telcon-26.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","33","1995-04-27","Telcon","Tier 3 - supporting candidate","64","4","Telephone call with President Boris Yeltsin of Russia, April 27, 1995, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: NATO / European Security; Arms Control / Nonproliferation; Chechnya / Caucasus.","","Needs source-note review","classified-by line not parsed; classification reason not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","NATO / European Security (16); Arms Control / Nonproliferation (4); Chechnya / Caucasus (3)","166-170","280-283","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1995-04-27-telcon-27.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","37","1995-09-27","Telcon","Tier 3 - supporting candidate","50","3","Telephone call with President Boris Yeltsin of Russia, September 27, 1995, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: NATO / European Security; Ukraine / Nuclear Security; Arms Control / Nonproliferation.","","Needs source-note review","classification marking; classified-by line not parsed; classification reason not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (8); Ukraine / Nuclear Security (5); Arms Control / Nonproliferation (4)","202-205","324-326","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1995-09-27-telcon-31.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","39","1995-10-23","Memcon","Tier 3 - supporting candidate","48","5","Lunch with Boris Yeltsin, President of Russian Federation","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: NATO / European Security; Ukraine / Nuclear Security.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (1); Ukraine / Nuclear Security (1)","219-224","31-35","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1995-10-23-clinton-yeltsin-hyde-park-lunch.pdf","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/7-YeltsinHydePark.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","42","1996-03-13","Memcon","Tier 3 - supporting candidate","56","4","Meeting with President Boris Yeltsin of Russia, March 13, 1996, Sharm El-Sheikh, Egypt","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Russian Politics / Elections; Economic Reform / Assistance.","","Needs source-note review","declassify-on line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Russian Politics / Elections (9); Economic Reform / Assistance (2)","236-240","Google Drive file 1kqpS-sURsWvTfRqKhA-09YXKX5fVVh7c, pages 2-5","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-03-13-clinton-yeltsin-sharm-el-sheikh-memcon-cable.pdf","https://drive.google.com/file/d/1kqpS-sURsWvTfRqKhA-09YXKX5fVVh7c/view","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","43","1996-04-09","Telcon","Tier 3 - supporting candidate","56","5","Telephone call with President Boris Yeltsin of Russia, April 9, 1996, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Ukraine / Nuclear Security; Russian Politics / Elections; Arms Control / Nonproliferation.","","Needs source-note review","classified-by line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Ukraine / Nuclear Security (8); Russian Politics / Elections (6); Arms Control / Nonproliferation (5)","241-246","369-373","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-04-09-telcon-36.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","44","1996-04-21","Memcon","Tier 3 - supporting candidate","65","13","POTUS-Yeltsin One-on-One","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Iraq / Middle East; Arms Control / Nonproliferation; Chechnya / Caucasus.","","Needs source-note review","participants; classification marking; classified-by line not parsed; classification reason not parsed; declassify-on line not parsed","Review fields","participants; classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (13); Arms Control / Nonproliferation (11); Chechnya / Caucasus (7)","247-260","381-393","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-04-21-memcon-moscow-one-on-one.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","46","1996-05-07","Telcon","Tier 3 - supporting candidate","50","4","Telephone call with President Boris Yeltsin of Russia, May 7, 1996, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Russian Politics / Elections; Chechnya / Caucasus; Economic Reform / Assistance.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Russian Politics / Elections (10); Chechnya / Caucasus (5); Economic Reform / Assistance (5)","269-273","25-28","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1996-05-07-telcon-38.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","51","1997-02-27","Telcon","Tier 3 - supporting candidate","54","3","Telephone call with President Boris Yeltsin of Russia, February 27, 1997, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: NATO / European Security; Arms Control / Nonproliferation; Economic Reform / Assistance.","","Needs source-note review","classification marking; classified-by line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","NATO / European Security (16); Arms Control / Nonproliferation (11); Economic Reform / Assistance (3)","288-291","87-89","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-02-27-telcon-43.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","58","1997-10-30","Telcon","Tier 3 - supporting candidate","69","6","Telephone call with President Boris Yeltsin of Russia, October 30, 1997, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Arms Control / Nonproliferation; Russian Politics / Elections; Iraq / Middle East.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (21); Russian Politics / Elections (5); Iraq / Middle East (3)","343-349","183-188","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-10-30-telcon-47.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","60","1997-11-22","Telcon","Tier 3 - supporting candidate","46","6","Telephone call with President Boris Yeltsin of Russia, November 22, 1997, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Iraq / Middle East; Arms Control / Nonproliferation; Russian Politics / Elections.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Iraq / Middle East (10); Arms Control / Nonproliferation (7); Russian Politics / Elections (5)","354-360","218-223","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1997-11-22-telcon-49.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","63","1998-04-06","Telcon","Tier 3 - supporting candidate","49","5","Telephone call with President Boris Yeltsin of Russia, April 6, 1998, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Arms Control / Nonproliferation; Kosovo / Balkans; Iraq / Middle East.","","Parsed face-page fields available","","Parsed","","Heavy annotation review","Ready for selection reading","Arms Control / Nonproliferation (8); Kosovo / Balkans (8); Iraq / Middle East (4)","371-376","274-278","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-04-06-telcon-52.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","64","1998-05-12","Telcon","Tier 3 - supporting candidate","54","5","Telephone call with President Boris Yeltsin of Russia, May 12, 1998, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Arms Control / Nonproliferation; Ukraine / Nuclear Security; Kosovo / Balkans.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (13); Ukraine / Nuclear Security (6); Kosovo / Balkans (5)","377-382","286-290","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-12-telcon-53.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","67","1998-05-28","Telcon","Tier 3 - supporting candidate","48","4","Telephone call with President Boris Yeltsin of Russia, May 28, 1998, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Economic Reform / Assistance; Russian Politics / Elections; Ukraine / Nuclear Security.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (15); Russian Politics / Elections (1); Ukraine / Nuclear Security (1)","396-400","329-332","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-05-28-telcon-56.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","70","1998-07-10","Telcon","Tier 3 - supporting candidate","56","4","Telephone call with President Boris Yeltsin of Russia, July 10, 1998, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Russian Politics / Elections; Economic Reform / Assistance; Iraq / Middle East.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Russian Politics / Elections (10); Economic Reform / Assistance (7); Iraq / Middle East (3)","410-414","371-374","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-07-10-telcon-60.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","71","1998-08-14","Telcon","Tier 3 - supporting candidate","68","6","Telephone call with President Boris Yeltsin of Russia, August 14, 1998, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Economic Reform / Assistance; Kosovo / Balkans; Russian Politics / Elections.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (11); Kosovo / Balkans (9); Russian Politics / Elections (9)","415-421","384-389","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-08-14-telcon-61.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","74","1998-09-12","Telcon","Tier 3 - supporting candidate","50","4","Telephone call with President Boris Yeltsin of Russia, September 12, 1998, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Economic Reform / Assistance; Russian Politics / Elections; Iraq / Middle East.","","Needs source-note review","classification marking; declassify-on line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (8); Russian Politics / Elections (4); Iraq / Middle East (1)","427-431","422-425","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-09-12-telcon-64.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","76","1998-12-30","Telcon","Tier 3 - supporting candidate","62","5","Telephone call with President Boris Yeltsin of Russia, December 30, 1998, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Economic Reform / Assistance; Arms Control / Nonproliferation; Iraq / Middle East.","","Needs source-note review","classification marking; declassify-on line not parsed","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Economic Reform / Assistance (15); Arms Control / Nonproliferation (9); Iraq / Middle East (8)","435-439","1-5","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1998-12-30-clinton-yeltsin-telcon-actual-pages.pdf","https://clinton.presidentiallibraries.us/files/original/1ec29c3214c0ccb6c6ed30fd7e5b06af.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","78","1999-03-24","Telcon","Tier 3 - supporting candidate","57","5","Telephone call with President Boris Yeltsin of Russia, March 24, 1999, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Kosovo / Balkans; Russian Politics / Elections; Ukraine / Nuclear Security.","","Needs source-note review","classification reason not parsed; declassify-on line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (18); Russian Politics / Elections (4); Ukraine / Nuclear Security (3)","440-445","432-436","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-03-24-telcon-68.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","81","1999-05-02","Telcon","Tier 3 - supporting candidate","45","4","Telephone call with President Boris Yeltsin of Russia, May 2, 1999, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Kosovo / Balkans.","","Needs source-note review","classification marking","Review fields","classification marking","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (5)","466-470","470-473","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-05-02-telcon-71.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","83","1999-06-08","Telcon","Tier 3 - supporting candidate","45","3","Telephone call with President Boris Yeltsin of Russia, June 8, 1999, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Kosovo / Balkans; NATO / European Security.","","Parsed face-page fields available","","Parsed","","Heavy annotation review","Ready for selection reading","Kosovo / Balkans (9); NATO / European Security (1)","474-477","482-484","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-06-08-telcon-73.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","85","1999-06-13","Telcon","Tier 3 - supporting candidate","60","7","Telephone call with President Boris Yeltsin of Russia, June 13, 1999, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Kosovo / Balkans.","","Needs source-note review","classified-by line not parsed","Parsed","","Heavy annotation review","Ready to read; source-note review","Kosovo / Balkans (24)","481-488","531-537","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-06-13-telcon-75.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
"P3","Annotation backlog","88","1999-09-08","Telcon","Tier 3 - supporting candidate","45","5","Telephone call with President Boris Yeltsin of Russia, September 8, 1999, White House","Capture authorities, issue hooks, and possible editorial-note use before final pruning.","Heavy annotation row outside the draft spine; dominant issues: Arms Control / Nonproliferation; Chechnya / Caucasus; Russian Politics / Elections.","","Needs source-note review","participants; notetaker; interpreter","Review fields","participants; notetaker; interpreter","Heavy annotation review","Ready to read; source-note review","Arms Control / Nonproliferation (19); Chechnya / Caucasus (3); Russian Politics / Elections (3)","504-509","548-552","https://therealjameswilson.github.io/Clinton-Russia-High-Level/public/documents/1999-09-08-telcon-78.pdf","https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf","annotation-workbench.html; topic-index.html; contact-dossier-crosswalk.html"
